Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
Japan,2019.0,Ransomware,Government,81.97,358572.0,Hacker Group,Weak Passwords,VPN,48.0
India,2024.0,Malware,IT,92.08,430701.0,Hacker Group,Unpatched Software,VPN,54.0
Russia,2021.0,DDoS,Banking,94.48,281900.0,Hacker Group,Zero-day,Antivirus,1.0
Australia,2021.0,Malware,IT,84.74,391257.0,Hacker Group,Zero-day,AI-based Detection,66.0
China,2019.0,Man-in-the-Middle,,81.8,277875.0,Nation-state,Social Engineering,Antivirus,43.0
Japan,2015.0,DDoS,IT,33.27,207244.0,Hacker Group,Zero-day,Antivirus,38.0
India,2018.0,Malware,Healthcare,66.96,294133.0,Insider,Social Engineering,VPN,20.0
Brazil,2023.0,Ransomware,Telecommunications,71.4,66852.0,Hacker Group,Weak Passwords,VPN,58.0
China,2024.0,Ransomware,Telecommunications,67.47,54722.0,Nation-state,Social Engineering,Encryption,13.0
Australia,2022.0,Phishing,Education,17.32,178951.0,Nation-state,Weak Passwords,Antivirus,26.0
USA,2020.0,Ransomware,Healthcare,17.24,682791.0,Insider,Social Engineering,Encryption,44.0
Russia,2016.0,SQL Injection,Education,17.05,888205.0,Nation-state,,AI-based Detection,38.0
France,2022.0,Phishing,IT,52.19,794901.0,Insider,Zero-day,VPN,26.0
France,2018.0,DDoS,Government,27.44,978683.0,Insider,Zero-day,VPN,35.0
Australia,2015.0,Phishing,Telecommunications,73.77,639279.0,Nation-state,Zero-day,VPN,44.0
UK,2020.0,Malware,Retail,10.94,675338.0,Hacker Group,Weak Passwords,VPN,54.0
Australia,2021.0,Man-in-the-Middle,Government,,147589.0,Insider,Unpatched Software,Antivirus,31.0
Australia,2017.0,DDoS,Government,82.39,646824.0,Hacker Group,Zero-day,AI-based Detection,2.0
China,2016.0,Phishing,Government,37.62,465317.0,Insider,Social Engineering,Firewall,20.0
USA,2023.0,Malware,IT,21.53,233379.0,,Unpatched Software,Antivirus,50.0
China,2023.0,Malware,IT,43.51,684108.0,Unknown,Weak Passwords,Firewall,24.0
Russia,2020.0,DDoS,Healthcare,44.32,130510.0,Unknown,Social Engineering,AI-based Detection,66.0
Brazil,2016.0,Man-in-the-Middle,Banking,43.45,489853.0,Nation-state,Zero-day,AI-based Detection,28.0
Australia,2022.0,Malware,Healthcare,47.92,,Nation-state,Unpatched Software,VPN,40.0
Japan,2023.0,Malware,IT,73.74,795367.0,Hacker Group,Zero-day,AI-based Detection,55.0
Australia,2023.0,Man-in-the-Middle,Retail,93.25,349335.0,Nation-state,Zero-day,Firewall,27.0
USA,2015.0,Ransomware,Government,13.92,366147.0,Hacker Group,Weak Passwords,VPN,38.0
India,2018.0,,Government,41.1,25094.0,Nation-state,Unpatched Software,VPN,42.0
Russia,2024.0,Phishing,Retail,44.08,988889.0,Nation-state,Unpatched Software,Encryption,31.0
Japan,2022.0,Man-in-the-Middle,IT,65.19,216303.0,Hacker Group,Unpatched Software,AI-based Detection,49.0
Australia,2023.0,Ransomware,Healthcare,21.54,388211.0,Nation-state,Weak Passwords,Antivirus,22.0
USA,2022.0,Man-in-the-Middle,Education,83.61,30235.0,Insider,Weak Passwords,Encryption,47.0
USA,2023.0,Malware,Banking,13.99,109083.0,Nation-state,Weak Passwords,Antivirus,49.0
Germany,2017.0,Malware,Healthcare,49.09,397361.0,Hacker Group,Weak Passwords,Encryption,57.0
UK,2016.0,Ransomware,Retail,32.16,329026.0,Nation-state,Weak Passwords,VPN,31.0
Australia,2017.0,Man-in-the-Middle,IT,,889521.0,Nation-state,Weak Passwords,Encryption,51.0
USA,2018.0,SQL Injection,Healthcare,73.16,849755.0,Insider,Weak Passwords,Encryption,46.0
China,2021.0,Phishing,Education,70.2,631101.0,Unknown,Zero-day,Firewall,36.0
Japan,2016.0,DDoS,Healthcare,10.62,625954.0,Insider,Weak Passwords,AI-based Detection,71.0
Japan,2023.0,Man-in-the-Middle,IT,26.65,220769.0,Unknown,Zero-day,VPN,71.0
China,2018.0,SQL Injection,Healthcare,52.01,527443.0,Hacker Group,,Firewall,24.0
Germany,2020.0,DDoS,Government,32.71,846169.0,Hacker Group,Zero-day,VPN,59.0
China,2017.0,Malware,Education,47.46,783239.0,Unknown,Social Engineering,VPN,
China,2022.0,Malware,Telecommunications,11.39,104772.0,Unknown,Social Engineering,Firewall,43.0
Germany,2015.0,DDoS,Telecommunications,31.68,33098.0,Hacker Group,Zero-day,AI-based Detection,8.0
UK,2024.0,Man-in-the-Middle,Healthcare,65.78,512847.0,Insider,Social Engineering,Encryption,72.0
Australia,2018.0,SQL Injection,Banking,71.01,840106.0,Insider,Weak Passwords,VPN,44.0
Brazil,,SQL Injection,Healthcare,69.57,269458.0,Insider,Zero-day,,15.0
Germany,2021.0,Ransomware,Healthcare,66.84,242893.0,Nation-state,Zero-day,Antivirus,50.0
Russia,2018.0,Phishing,Education,5.25,605947.0,Insider,Zero-day,Firewall,13.0
Japan,2018.0,SQL Injection,Education,60.57,468399.0,Nation-state,,VPN,56.0
India,2015.0,Ransomware,IT,61.68,503774.0,Hacker Group,Zero-day,Firewall,37.0
France,2021.0,Phishing,Retail,45.74,754278.0,Insider,Social Engineering,Firewall,46.0
Japan,2019.0,,IT,89.81,126120.0,Unknown,Social Engineering,Encryption,39.0
UK,2018.0,Malware,IT,73.27,210024.0,Hacker Group,Weak Passwords,Antivirus,20.0
France,2022.0,DDoS,Banking,51.33,970775.0,Insider,Unpatched Software,AI-based Detection,21.0
France,2017.0,Ransomware,Education,19.84,832471.0,Insider,,Firewall,54.0
India,2024.0,Phishing,IT,97.25,165316.0,Unknown,Zero-day,Encryption,61.0
Australia,2016.0,DDoS,Retail,2.96,990886.0,Insider,Weak Passwords,AI-based Detection,59.0
UK,2021.0,Malware,Telecommunications,82.28,370146.0,Nation-state,Zero-day,VPN,55.0
China,2021.0,,Retail,49.59,284823.0,Unknown,Social Engineering,,50.0
UK,2016.0,Malware,Healthcare,65.14,742857.0,Nation-state,Weak Passwords,Antivirus,49.0
Brazil,2024.0,DDoS,Healthcare,70.0,484101.0,Hacker Group,Unpatched Software,VPN,9.0
UK,,Ransomware,Telecommunications,22.58,368441.0,Hacker Group,Weak Passwords,AI-based Detection,71.0
Russia,2019.0,Malware,Banking,55.42,945465.0,,Weak Passwords,Firewall,5.0
USA,2016.0,DDoS,Healthcare,27.08,551900.0,Unknown,Social Engineering,VPN,17.0
UK,2021.0,Malware,Banking,73.02,731722.0,,Weak Passwords,VPN,28.0
Germany,2018.0,Phishing,Banking,88.73,436597.0,Insider,Unpatched Software,AI-based Detection,33.0
France,2020.0,DDoS,Education,16.35,728830.0,Insider,Zero-day,AI-based Detection,45.0
USA,2022.0,Ransomware,,85.61,826018.0,Hacker Group,Weak Passwords,Firewall,24.0
Russia,2020.0,Ransomware,Telecommunications,76.61,791323.0,Insider,Unpatched Software,Encryption,40.0
USA,2015.0,SQL Injection,Banking,42.77,117454.0,Insider,Unpatched Software,Firewall,19.0
Japan,2023.0,Ransomware,Retail,95.3,986882.0,Hacker Group,Weak Passwords,Encryption,45.0
France,2016.0,Phishing,IT,78.12,770227.0,Unknown,Zero-day,Antivirus,20.0
China,2024.0,,Government,21.33,997411.0,Nation-state,Social Engineering,Antivirus,25.0
Japan,2020.0,Malware,Education,66.93,640603.0,Hacker Group,Unpatched Software,VPN,23.0
Brazil,2024.0,Phishing,Telecommunications,81.54,499671.0,Hacker Group,Weak Passwords,VPN,4.0
India,2020.0,Phishing,Retail,12.64,805905.0,Nation-state,Social Engineering,Firewall,54.0
France,2017.0,Phishing,Retail,43.2,377252.0,Nation-state,Unpatched Software,Encryption,8.0
USA,2018.0,Ransomware,Retail,20.58,653168.0,Unknown,Weak Passwords,AI-based Detection,3.0
Brazil,2017.0,Phishing,IT,26.62,955790.0,Nation-state,Zero-day,Encryption,44.0
USA,2018.0,Phishing,Telecommunications,15.56,734448.0,Unknown,Social Engineering,Encryption,37.0
China,2021.0,Ransomware,Retail,12.97,425647.0,Unknown,Zero-day,Antivirus,4.0
France,2019.0,SQL Injection,Banking,98.04,278315.0,Unknown,Unpatched Software,VPN,3.0
UK,2020.0,Man-in-the-Middle,Telecommunications,63.35,294447.0,Unknown,Zero-day,AI-based Detection,54.0
Brazil,2020.0,DDoS,Education,26.57,384988.0,Insider,Zero-day,AI-based Detection,19.0
Japan,2020.0,Man-in-the-Middle,Education,,141411.0,Insider,Unpatched Software,AI-based Detection,58.0
France,2023.0,Phishing,Healthcare,72.54,,Insider,Social Engineering,VPN,12.0
UK,2020.0,Ransomware,Education,35.16,100749.0,Unknown,Zero-day,Firewall,62.0
Russia,2019.0,Malware,Education,56.94,217880.0,Nation-state,Unpatched Software,VPN,48.0
France,2023.0,,Telecommunications,99.71,357542.0,Hacker Group,Zero-day,Antivirus,21.0
UK,2021.0,Malware,Telecommunications,77.18,347426.0,Hacker Group,Zero-day,Antivirus,36.0
France,2018.0,Man-in-the-Middle,Education,36.92,829140.0,Nation-state,Unpatched Software,Encryption,2.0
France,2017.0,SQL Injection,Healthcare,42.8,683189.0,Unknown,Zero-day,VPN,19.0
India,2019.0,Ransomware,Banking,,453441.0,Hacker Group,Unpatched Software,VPN,29.0
Australia,2017.0,Malware,IT,33.34,673439.0,Insider,Weak Passwords,Firewall,
Brazil,2016.0,SQL Injection,Telecommunications,13.94,832297.0,Nation-state,Weak Passwords,AI-based Detection,69.0
India,2018.0,Phishing,IT,13.05,400964.0,Nation-state,Weak Passwords,VPN,19.0
France,,DDoS,Telecommunications,52.94,192293.0,Nation-state,Weak Passwords,VPN,57.0
Russia,2019.0,Man-in-the-Middle,Banking,26.02,565292.0,Insider,Unpatched Software,Antivirus,27.0
Brazil,2016.0,Phishing,Education,9.23,774750.0,Nation-state,Social Engineering,Firewall,70.0
France,2022.0,Phishing,IT,78.2,666996.0,Insider,Weak Passwords,Encryption,59.0
Germany,2016.0,Malware,Healthcare,94.12,21382.0,Unknown,Weak Passwords,Encryption,21.0
Germany,2021.0,Phishing,Telecommunications,55.14,463525.0,Nation-state,Unpatched Software,AI-based Detection,59.0
Russia,2022.0,Ransomware,Telecommunications,16.98,905673.0,Insider,Weak Passwords,VPN,54.0
India,2024.0,Man-in-the-Middle,Retail,30.59,619881.0,Nation-state,Unpatched Software,Antivirus,42.0
France,2015.0,Malware,Banking,20.27,,Insider,Zero-day,Antivirus,4.0
USA,2019.0,Phishing,Education,97.32,849084.0,Nation-state,,VPN,62.0
UK,2017.0,Man-in-the-Middle,Education,13.06,799627.0,Hacker Group,Weak Passwords,Antivirus,36.0
France,2023.0,Man-in-the-Middle,Education,87.39,307155.0,Unknown,Unpatched Software,Antivirus,28.0
Japan,2024.0,Ransomware,Retail,88.36,989106.0,Unknown,Zero-day,Firewall,3.0
India,2020.0,Man-in-the-Middle,Retail,84.77,129144.0,Hacker Group,Weak Passwords,Antivirus,25.0
UK,2015.0,Malware,Government,57.81,767562.0,Unknown,Zero-day,,61.0
Brazil,2015.0,Malware,IT,74.03,956965.0,Hacker Group,Unpatched Software,Encryption,40.0
Germany,2023.0,Phishing,Retail,87.55,291580.0,,Unpatched Software,Firewall,25.0
Germany,2017.0,Ransomware,Education,76.96,950276.0,,Unpatched Software,Firewall,31.0
UK,2017.0,,Telecommunications,89.07,932075.0,Unknown,Unpatched Software,Firewall,72.0
Germany,2015.0,DDoS,Healthcare,33.96,931456.0,Hacker Group,Zero-day,AI-based Detection,22.0
Japan,2023.0,Ransomware,Retail,28.77,983880.0,Nation-state,Unpatched Software,Antivirus,54.0
China,2022.0,DDoS,Education,18.49,20680.0,,Social Engineering,Firewall,29.0
Australia,2018.0,Malware,Education,21.39,437056.0,Hacker Group,Zero-day,AI-based Detection,52.0
India,2021.0,Malware,Government,57.91,769222.0,Insider,Weak Passwords,Antivirus,32.0
Australia,2022.0,Malware,Government,4.5,436928.0,Unknown,Social Engineering,Antivirus,34.0
China,2021.0,DDoS,Healthcare,38.67,340194.0,Unknown,Weak Passwords,VPN,44.0
India,2019.0,DDoS,IT,44.01,612030.0,Nation-state,Unpatched Software,Antivirus,47.0
Australia,2019.0,Man-in-the-Middle,IT,87.89,551100.0,Insider,Zero-day,VPN,9.0
Brazil,2022.0,Phishing,IT,26.02,251768.0,Unknown,Social Engineering,VPN,6.0
Japan,2015.0,DDoS,Retail,11.69,680720.0,Nation-state,Zero-day,Encryption,2.0
USA,2017.0,DDoS,Telecommunications,51.69,156213.0,Nation-state,Weak Passwords,VPN,9.0
Japan,2020.0,Man-in-the-Middle,Retail,33.75,468856.0,Hacker Group,Unpatched Software,Firewall,15.0
France,2023.0,Ransomware,Government,63.45,90678.0,Nation-state,Unpatched Software,Firewall,22.0
UK,2022.0,DDoS,Retail,45.73,554585.0,Hacker Group,Social Engineering,VPN,63.0
China,2021.0,Man-in-the-Middle,Banking,33.3,935265.0,Nation-state,Unpatched Software,Firewall,20.0
Japan,2023.0,SQL Injection,Banking,43.96,459922.0,Nation-state,Zero-day,Encryption,12.0
France,2017.0,DDoS,Healthcare,6.72,782873.0,Hacker Group,Zero-day,Encryption,4.0
UK,2020.0,Ransomware,Banking,53.03,528708.0,Unknown,Social Engineering,VPN,14.0
Germany,2020.0,,,38.89,513096.0,Hacker Group,Weak Passwords,VPN,57.0
Australia,2018.0,DDoS,Education,79.5,636407.0,Hacker Group,Zero-day,Encryption,11.0
USA,2020.0,Ransomware,Retail,38.02,419557.0,Unknown,Weak Passwords,Antivirus,2.0
Brazil,2018.0,DDoS,Healthcare,47.47,784099.0,Insider,Social Engineering,AI-based Detection,30.0
Japan,2024.0,Malware,Telecommunications,71.18,37870.0,Nation-state,Zero-day,AI-based Detection,31.0
Brazil,2022.0,Malware,IT,4.08,291590.0,Hacker Group,Zero-day,,22.0
India,2018.0,SQL Injection,Telecommunications,15.96,444408.0,Unknown,Weak Passwords,,64.0
Germany,2015.0,Malware,Banking,56.13,526658.0,Nation-state,Weak Passwords,VPN,
Japan,2021.0,Malware,Retail,30.53,333238.0,,Social Engineering,Firewall,20.0
Australia,2020.0,DDoS,Retail,31.36,449936.0,Insider,Weak Passwords,VPN,52.0
Germany,2023.0,Malware,Retail,71.05,61238.0,Unknown,Unpatched Software,AI-based Detection,41.0
USA,2024.0,Malware,Education,24.93,916209.0,,Zero-day,Encryption,50.0
India,2022.0,DDoS,Banking,13.97,762440.0,Nation-state,Unpatched Software,AI-based Detection,19.0
China,2021.0,Malware,Banking,92.2,248859.0,Nation-state,Social Engineering,Antivirus,33.0
Russia,2015.0,SQL Injection,IT,47.8,645774.0,Hacker Group,Social Engineering,Firewall,7.0
Brazil,2024.0,Man-in-the-Middle,Healthcare,61.55,218189.0,Unknown,Weak Passwords,AI-based Detection,48.0
China,2015.0,Man-in-the-Middle,Banking,66.47,623301.0,Hacker Group,Social Engineering,VPN,40.0
,2017.0,Ransomware,Education,10.32,195872.0,Hacker Group,Social Engineering,Antivirus,22.0
Germany,2016.0,SQL Injection,IT,76.36,807745.0,Nation-state,Unpatched Software,AI-based Detection,71.0
France,2020.0,Ransomware,Healthcare,25.49,50385.0,Unknown,Unpatched Software,Antivirus,10.0
Brazil,2017.0,Malware,Telecommunications,73.71,377769.0,Hacker Group,Zero-day,Firewall,38.0
UK,2018.0,Ransomware,Telecommunications,99.41,,Hacker Group,Unpatched Software,Firewall,51.0
UK,,DDoS,Government,65.57,478549.0,Hacker Group,Weak Passwords,Antivirus,37.0
Germany,2022.0,Malware,Retail,60.85,125300.0,Insider,Weak Passwords,AI-based Detection,11.0
France,2018.0,Ransomware,Education,34.54,608196.0,Insider,Weak Passwords,AI-based Detection,25.0
China,2023.0,Phishing,Government,43.49,27694.0,Unknown,Weak Passwords,Encryption,30.0
China,2017.0,Man-in-the-Middle,Retail,30.38,29840.0,Hacker Group,Weak Passwords,AI-based Detection,63.0
Russia,2015.0,Phishing,Banking,4.59,720643.0,Unknown,Social Engineering,Firewall,19.0
Germany,2015.0,Man-in-the-Middle,IT,54.54,775866.0,Insider,Weak Passwords,AI-based Detection,69.0
USA,2021.0,Phishing,Retail,95.86,671335.0,Hacker Group,,,62.0
USA,2017.0,DDoS,Banking,98.07,276199.0,Insider,Weak Passwords,Antivirus,28.0
UK,2015.0,Ransomware,IT,75.49,534962.0,Unknown,Weak Passwords,Encryption,59.0
UK,2022.0,Phishing,Telecommunications,62.8,758516.0,Hacker Group,Zero-day,VPN,16.0
Australia,,Phishing,Education,82.18,943662.0,Unknown,Weak Passwords,Antivirus,47.0
Germany,2019.0,Ransomware,Government,99.3,257068.0,Hacker Group,Social Engineering,AI-based Detection,17.0
USA,2015.0,DDoS,Education,66.04,75167.0,Insider,Unpatched Software,VPN,13.0
Germany,2017.0,SQL Injection,Retail,88.18,3200.0,Insider,Weak Passwords,AI-based Detection,43.0
Japan,2018.0,Ransomware,,60.82,917016.0,Unknown,Weak Passwords,VPN,39.0
UK,2020.0,SQL Injection,Banking,40.31,760892.0,Hacker Group,Zero-day,VPN,22.0
UK,2021.0,SQL Injection,Telecommunications,1.47,204624.0,Unknown,Unpatched Software,VPN,33.0
India,2020.0,DDoS,Healthcare,16.65,324899.0,Insider,Unpatched Software,Firewall,57.0
Australia,2023.0,Ransomware,Government,96.44,472878.0,Unknown,Social Engineering,Firewall,37.0
France,2022.0,Malware,Retail,13.77,804221.0,Nation-state,Zero-day,Firewall,68.0
Russia,2023.0,Ransomware,Banking,54.09,514319.0,Hacker Group,Zero-day,Firewall,37.0
USA,2016.0,Man-in-the-Middle,Education,2.17,180599.0,Insider,Social Engineering,Antivirus,4.0
China,2017.0,SQL Injection,Retail,61.83,129677.0,Hacker Group,Unpatched Software,Firewall,60.0
USA,2016.0,Ransomware,Telecommunications,99.88,999508.0,Unknown,Unpatched Software,VPN,23.0
Australia,2019.0,SQL Injection,Healthcare,3.92,915247.0,Nation-state,Zero-day,Encryption,52.0
Japan,2015.0,Man-in-the-Middle,Education,50.99,685261.0,Nation-state,Unpatched Software,AI-based Detection,36.0
UK,2023.0,DDoS,Government,34.8,48515.0,Hacker Group,Social Engineering,Encryption,50.0
China,2017.0,Man-in-the-Middle,Government,49.37,,Nation-state,Unpatched Software,Antivirus,24.0
Australia,2016.0,DDoS,Education,61.23,228033.0,Nation-state,Unpatched Software,Encryption,43.0
India,2019.0,SQL Injection,Education,95.54,,Hacker Group,Weak Passwords,Antivirus,44.0
Russia,2017.0,Ransomware,Healthcare,16.77,924837.0,Hacker Group,Unpatched Software,Firewall,62.0
Japan,2018.0,SQL Injection,Government,20.36,876850.0,Insider,Weak Passwords,AI-based Detection,8.0
Germany,2017.0,Phishing,Banking,10.56,556014.0,Nation-state,Unpatched Software,Encryption,11.0
Brazil,2021.0,Phishing,Government,42.82,974362.0,Insider,Unpatched Software,Encryption,70.0
India,2017.0,Man-in-the-Middle,IT,68.68,725608.0,Insider,Zero-day,AI-based Detection,15.0
Russia,2019.0,Man-in-the-Middle,Education,6.79,386691.0,Nation-state,Weak Passwords,AI-based Detection,20.0
India,2017.0,SQL Injection,Government,40.98,402855.0,Insider,Social Engineering,AI-based Detection,26.0
Japan,2018.0,Phishing,Healthcare,25.66,518357.0,Insider,Weak Passwords,Firewall,42.0
,2018.0,Phishing,Banking,29.35,724633.0,Hacker Group,Weak Passwords,Encryption,26.0
Germany,2015.0,Ransomware,IT,6.74,742272.0,Nation-state,Zero-day,Antivirus,64.0
Brazil,2024.0,Malware,IT,83.09,650093.0,Unknown,Social Engineering,Antivirus,58.0
Japan,2021.0,Phishing,Banking,94.32,755165.0,Hacker Group,Social Engineering,Antivirus,
,2021.0,DDoS,IT,67.12,581923.0,Hacker Group,Social Engineering,VPN,63.0
Australia,2024.0,Man-in-the-Middle,Retail,76.83,637189.0,Hacker Group,Unpatched Software,Antivirus,56.0
USA,2017.0,DDoS,Retail,70.37,513625.0,Nation-state,Weak Passwords,VPN,37.0
Germany,2024.0,Phishing,Government,22.46,499142.0,Nation-state,Unpatched Software,VPN,70.0
USA,2024.0,Phishing,Healthcare,17.64,8334.0,Unknown,Zero-day,Firewall,13.0
USA,2020.0,Phishing,Government,37.3,617277.0,Insider,Social Engineering,Antivirus,4.0
USA,2018.0,Man-in-the-Middle,Education,2.17,,Unknown,Weak Passwords,VPN,37.0
China,2024.0,,Banking,99.99,755185.0,Unknown,Weak Passwords,Encryption,20.0
Russia,2018.0,DDoS,IT,37.84,839882.0,Nation-state,Social Engineering,AI-based Detection,7.0
Russia,2021.0,Ransomware,Education,86.8,852965.0,Nation-state,Weak Passwords,Antivirus,39.0
Brazil,2021.0,Man-in-the-Middle,Banking,3.69,566386.0,Insider,Unpatched Software,Encryption,45.0
Japan,2017.0,Phishing,IT,73.85,402903.0,Insider,Zero-day,Encryption,55.0
UK,2018.0,DDoS,Retail,0.5,261266.0,Hacker Group,Weak Passwords,Firewall,63.0
France,2015.0,Malware,IT,91.94,899215.0,Hacker Group,Weak Passwords,Antivirus,59.0
China,2023.0,Man-in-the-Middle,Education,35.37,455900.0,Hacker Group,Zero-day,Antivirus,11.0
Japan,2023.0,SQL Injection,Government,69.61,391049.0,Unknown,Weak Passwords,Antivirus,35.0
France,2020.0,Ransomware,Government,81.53,694660.0,Unknown,Weak Passwords,Encryption,29.0
Germany,2020.0,DDoS,IT,63.96,650469.0,Unknown,Unpatched Software,Antivirus,58.0
USA,2020.0,SQL Injection,IT,68.17,247149.0,Nation-state,Unpatched Software,Antivirus,47.0
Japan,2019.0,DDoS,Education,15.54,,Insider,Weak Passwords,AI-based Detection,56.0
Germany,2019.0,SQL Injection,Government,67.05,848517.0,Unknown,Unpatched Software,Antivirus,16.0
France,2019.0,Malware,Healthcare,25.19,897755.0,Hacker Group,Social Engineering,Antivirus,61.0
USA,2023.0,Ransomware,Government,93.34,999635.0,Nation-state,Weak Passwords,Firewall,24.0
Brazil,2017.0,Phishing,Government,87.27,767721.0,Unknown,Weak Passwords,Encryption,9.0
India,2019.0,Phishing,IT,33.15,629687.0,Unknown,Social Engineering,Firewall,53.0
India,2021.0,Phishing,Retail,38.5,517843.0,Unknown,Unpatched Software,VPN,
Russia,2015.0,DDoS,Healthcare,20.92,,Nation-state,Weak Passwords,Firewall,56.0
France,2024.0,Phishing,Retail,98.95,354954.0,Nation-state,Social Engineering,AI-based Detection,14.0
Japan,2017.0,SQL Injection,Healthcare,54.26,839368.0,Insider,Unpatched Software,Antivirus,40.0
Australia,2018.0,DDoS,Healthcare,10.77,910081.0,,Zero-day,VPN,28.0
USA,2024.0,Phishing,IT,87.42,979700.0,Hacker Group,Weak Passwords,Firewall,49.0
China,2019.0,Man-in-the-Middle,Telecommunications,58.78,586131.0,Nation-state,Unpatched Software,Antivirus,68.0
